2.094584341624795787e+00,1.676496297913752098e+00
5.917243860200904759e-01,5.271909771204584816e-01
6.374653720767686771e+00,4.753416000244603090e+00
9.172884738103044278e-01,9.774476072825443174e-01
1.468247364398783894e+00,1.101708506379629915e+00
6.025828974106090641e+00,2.547731359602742440e+00
1.745617929201426444e+00,1.447572468610279994e+00
6.294891285307576467e+00,3.988768162567639664e+00
2.791784657255264701e+00,2.170469747836096808e+00
1.695779257663916795e+00,8.094657992128773127e-01
